emp_id,name,dept,title,hire_date,status,salary,manager_id,location
E1245,Margaret Nelson,Manufacturing,Manufacturing Specialist,2016-03-05,Active,86900.0,E1090,Plant B - Dayton
E1246,Jessica Lewis,Manufacturing,Sr Manufacturing Associate,2019-06-10,Active,69500.0,E1088,Plant B - Dayton
E1247,Sarah Nelson,Procurement,Procurement Director,2016-08-10,Active,93700.0,,Columbus HQ
E1248,Melissa Roberts,Procurement,Procurement Manager,2019-12-04,Active,106900.0,E1248,Columbus HQ
E1249,Michelle Anderson,Procurement,Procurement Manager,2018-03-16,Active,96900.0,E1249,Columbus HQ
E1250,Betty Clark,Procurement,Procurement Manager,2023-08-25,Active,86000.0,E1248,Columbus HQ
E1251,Ronald Thomas,Procurement,Procurement Coordinator,2025-10-28,Active,98900.0,E1249,Columbus HQ
E1252,Linda Brown,Procurement,Procurement Analyst,2023-09-07,Active,87800.0,E1248,Columbus HQ
E1253,Daniel King,Procurement,Procurement Specialist,2022-02-22,Active,88300.0,E1250,Columbus HQ
E1254,Sarah Robinson,Procurement,Procurement Coordinator,2017-09-14,Active,61000.0,E1249,Columbus HQ
E1255,Edward Johnson,Procurement,Procurement Specialist,2021-05-27,Terminated,69300.0,E1247,Columbus HQ
E1256,Sandra Thompson,Procurement,Procurement Coordinator,2016-09-02,Active,61600.0,E1247,Columbus HQ
E1257,Christopher Clark,Procurement,Procurement Coordinator,2017-03-25,Active,95900.0,E1249,Columbus HQ
E1258,Anthony Lewis,Procurement,Procurement Analyst,2021-07-03,Active,92400.0,E1249,Columbus HQ
E1259,Linda Lopez,Procurement,Procurement Analyst,2023-07-17,Active,64600.0,E1247,Columbus HQ
E1260,Ronald Johnson,Procurement,Procurement Coordinator,2019-08-22,Active,80100.0,E1248,Columbus HQ
E1261,Jessica Robinson,Quality,Quality Director,2020-03-09,Active,99400.0,,Plant A - Columbus
E1262,David Nelson,Quality,Quality Manager,2021-10-25,Active,100000.0,E1261,Plant A - Columbus
E1263,Michael Miller,Quality,Quality Manager,2024-01-15,Active,86900.0,E1261,Columbus HQ
E1264,Jessica Mitchell,Quality,Quality Manager,2015-07-15,Active,69800.0,E1262,Plant A - Columbus
E1265,Paul Jackson,Quality,Sr Quality Associate,2018-12-19,Active,86900.0,E1263,Plant A - Columbus
E1266,Kimberly Anderson,Quality,Quality Analyst,2021-05-09,Active,102700.0,E1264,Columbus HQ
E1267,Emily Young,Quality,Sr Quality Associate,2015-06-21,Active,95400.0,E1264,Columbus HQ
E1268,Mark Martinez,Quality,Quality Analyst,2019-07-06,Active,81300.0,E1262,Plant B - Dayton
E1269,Ashley Brown,Quality,Quality Analyst,2023-07-14,Active,85100.0,E1262,Plant B - Dayton
E1270,Charles Wilson,Quality,Quality Specialist,2020-11-03,Active,98100.0,E1262,Columbus HQ
E1271,Sarah Moore,Quality,Quality Analyst,2021-11-20,Active,99300.0,E1262,Columbus HQ
E1272,Steven Wilson,Quality,Quality Specialist,2020-05-01,Active,68600.0,E1264,Columbus HQ
E1273,Jessica Hall,Quality,Quality Analyst,2024-12-07,Active,77800.0,E1263,Columbus HQ
E1274,Stephanie Jackson,Quality,Sr Quality Associate,2021-08-18,Active,73900.0,E1264,Columbus HQ
E1275,Ashley Miller,Quality,Quality Analyst,2022-06-07,Active,78600.0,E1262,Columbus HQ
E1276,Maria Taylor,Quality,Sr Quality Associate,2023-10-19,Active,92400.0,E1262,Plant A - Columbus
E1277,Lisa Anderson,Quality,Sr Quality Associate,2021-10-27,Active,84800.0,E1264,Plant B - Dayton
E1278,Deborah Young,Quality,Quality Coordinator,2022-03-24,Active,67600.0,E1261,Plant A - Columbus
E1279,Kimberly Williams,Quality,Quality Analyst,2016-11-02,Active,78600.0,E1262,Plant A - Columbus
E1280,James Wilson,Quality,Quality Coordinator,2023-08-12,Active,62700.0,E1264,Columbus HQ
E1281,Maria Smith,Quality,Sr Quality Associate,2023-09-14,Active,60500.0,E1263,Columbus HQ
E1282,Maria Allen,Quality,Quality Analyst,2025-07-26,Active,102300.0,E1261,Plant A - Columbus
E1283,Kimberly Martinez,Sales,Sales Director,2018-04-20,Active,117100.0,,Columbus HQ
E1284,Karen Sanchez,Sales,Sales Manager,2016-06-13,Active,77000.0,E1283,Columbus HQ
E1285,Nancy Baker,Sales,Sales Manager,2016-11-28,Active,62200.0,E1284,Columbus HQ
E1286,Anthony Harris,Sales,Sales Manager,2023-08-02,Active,104600.0,E1284,Columbus HQ
E1287,Jennifer Young,Sales,Sales Specialist,2021-11-26,Active,128400.0,E1283,Columbus HQ
E1288,Thomas Wilson,Sales,Sales Specialist,2024-08-09,Active,63300.0,E1285,Columbus HQ
E1289,Andrew Torres,Sales,Sr Sales Associate,2025-01-06,Active,125000.0,E1283,Columbus HQ
E1290,Susan Nguyen,Sales,Sales Analyst,2017-12-27,Active,65400.0,E1284,Columbus HQ
E1291,Kenneth Harris,Sales,Sales Analyst,2025-09-11,Active,86900.0,E1283,Columbus HQ
E1292,Paul Mitchell,Sales,Sr Sales Associate,2020-01-04,Active,118700.0,E1286,Columbus HQ
E1293,Stephanie Lee,Sales,Sales Analyst,2015-11-09,Active,91500.0,E1285,Columbus HQ
E1294,Emily Harris,Sales,Sr Sales Associate,2021-03-22,Active,86600.0,E1284,Columbus HQ
E1295,Jennifer Moore,Sales,Sales Coordinator,2017-07-23,Active,70800.0,E1285,Columbus HQ
E1296,Jennifer Smith,Sales,Sales Specialist,2019-08-12,Active,67200.0,E1284,Columbus HQ
E1297,Sandra Lewis,Sales,Sales Specialist,2023-09-17,Active,88600.0,E1283,Columbus HQ
E1298,Matthew Scott,Sales,Sales Specialist,2016-10-20,Active,120500.0,E1285,Columbus HQ
E1299,Mark Harris,Sales,Sales Analyst,2016-12-18,Active,128500.0,E1286,Columbus HQ
E1300,John Rodriguez,Sales,Sales Coordinator,2019-05-09,Active,64400.0,E1285,Columbus HQ
E1301,Mark Martin,Sales,Sales Coordinator,2022-02-12,Active,77300.0,E1284,Columbus HQ
E1302,William Martin,Sales,Sr Sales Associate,2015-07-11,Active,86600.0,E1286,Columbus HQ
E1303,Lisa Ramirez,Sales,Sales Analyst,2025-10-05,Active,81000.0,E1286,Columbus HQ
E1304,Daniel Lopez,Sales,Sales Analyst,2021-06-10,Active,104300.0,E1285,Columbus HQ
E1305,Margaret White,Sales,Sales Specialist,2016-10-07,Active,98200.0,E1286,Columbus HQ
E1306,Melissa Wilson,Sales,Sales Coordinator,2022-05-27,Active,117300.0,E1286,Columbus HQ
E1307,William Green,Sales,Sales Coordinator,2019-04-09,Active,110100.0,E1283,Columbus HQ
E1308,Steven Nguyen,Sales,Sales Coordinator,2021-09-17,Active,120900.0,E1283,Columbus HQ
E1309,Betty Hall,Sales,Sales Specialist,2023-10-21,Active,124000.0,E1284,Columbus HQ
E1310,Brian Nelson,Sales,Sales Coordinator,2020-03-21,Active,99400.0,E1285,Columbus HQ
E1311,James Miller,EHS,EHS Director,2019-04-17,Active,81400.0,,Plant B - Dayton
E1312,Donald White,EHS,EHS Manager,2021-08-25,Active,87000.0,E1312,Columbus HQ
E1313,Maria Walker,EHS,EHS Manager,2016-05-14,Active,61600.0,E1311,Plant B - Dayton
E1314,Lisa Robinson,EHS,EHS Manager,2018-09-16,Active,62100.0,E1314,Plant B - Dayton
E1315,Daniel Jones,EHS,Sr EHS Associate,2019-01-26,Active,58900.0,E1311,Plant B - Dayton
E1316,Amanda Hernandez,EHS,EHS Coordinator,2018-09-06,Active,71900.0,E1312,Plant A - Columbus
E1317,Margaret Green,Executive,VP Sales,2017-03-21,Active,171400.0,,Columbus HQ
E1318,Richard Lewis,Executive,CFO,2024-07-13,Active,120600.0,,Columbus HQ
E1319,Susan Moore,Executive,COO,2016-10-04,Active,189800.0,,Columbus HQ
